NOME,MORADA,CODIGO POSTAL,EMAIL,NIF,CONTACTO
Melina Lourenço Castro Soares Rodrigues,Alameda de Aquilino Ribeiro Nº710,8963-491,Melina.Rodrigues@hotmail.com,380153376,937921414
Luciano Asael Ramos Simões Amorim,Bairro de São Vicente de Paulo Nº68,1266-327,Luciano.Amorim@gmail.com,718706794,927623537
Emma Nuria Valente Lima,Bairro de Pio XII Nº947,4655-454,Emma.Lima@outlook.pt,748633478,964181559
Fernando Santos Nogueira,Beco do Meiral Nº37,3583-090,Fernando.Nogueira@isec.pt,450427557,928491913
Eleonor Batista Sousa Melo Sousa,Beco do Campo Alegre Nº380,9866-672,Eleonor.Sousa@trabalho.pt,438767907,918888390
Tito Apolo Rodrigues Correia Cunha,Beco do Campo Nº993,8411-880,Tito.Cunha@hotmail.com,553522115,917412680
Carlota Vicente Rodrigues Faria,Bairro de São João de Deus Nº61,7559-551,Carlota.Faria@trabalho.pt,338220510,922017725
Thomas Costa Neves Coelho,Bairro de Casas Económicas do Amial Nº11,5983-729,Thomas.Coelho@outlook.com,240285845,924754548
Viviane Yasmin Coelho,Avenida do Conselho da Europa Nº116,6861-771,Viviane.Coelho@outlook.com,209972216,961725268
Aline Raposo Teixeira Anjos Magalhães,Bairro do Falcão Nº568,8386-037,Aline.Magalhães@mundo.pt,308204355,961669859
Susana Cruz,A Triste-Feia Nº347,3251-230,Susana.Cruz@outlook.com,387642535,935381361
Marino Estêvão Marques Marques Cunha Cunha,Beco da Bela Vista Nº414,3888-484,Marino.Cunha@outlook.pt,350673388,937593159
Michelle Eliane Moura Marques Cardoso,Bairro de Casas Económicas da Boavista-Vilarinha Nº29,8356-875,Michelle.Cardoso@mundo.pt,203960628,922064601
Rayan Sousa,Bairro Herculanoo Nº623,3527-275,Rayan.Sousa@trabalho.pt,728078241,921639115
Sabrina Ariela Fonseca Moreira,Avenida do Brasil Nº131,3715-780,Sabrina.Moreira@outlook.pt,393987655,935029778
Kai Angélico Marques Lima,Azinhaga da Bruxa Nº979,3987-641,Kai.Lima@gmail.com,230125613,910695195
