NOME,MORADA,CODIGO POSTAL,EMAIL,NIF,CONTACTO
Santiago Isael Abreu Pacheco,Bairro de Casas Económicas de Paranhos Nº568,1548-721,Santiago.Pacheco@trabalho.pt,780488536,965498098
Lucca Emídio Anjos Pacheco,Alameda de Eça de Queirós Nº3,3153-039,Lucca.Pacheco@hotmail.com,488422618,924035306
Alfredo Gomes Barbosa Cardoso,Alameda dos Capitães de Abril Nº131,2455-141,Alfredo.Cardoso@trabalho.pt,731505394,918066718
Nayara Cunha,Avenida do Conselho da Europa Nº919,5612-450,Nayara.Cunha@outlook.pt,666706310,962101752
Carlota Paula Lima Santos Araújo Santos,Avenida do Parque Nº976,3335-467,Carlota.Santos@isec.pt,721641172,913798689
Márcia Gabriella Mendes,Avenida de Camilo Nº717,7898-216,Márcia.Mendes@mundo.pt,469594895,932881111
Aline Vaz Brito,Bairro do Viso Nº113,6411-963,Aline.Brito@isec.pt,770589056,914727007
Leo Davi Matos,Avenida de D. Carlos I Nº508,6485-428,Leo.Matos@outlook.com,659127477,928469891
Jennifer Moreira,Beco de S. Marçal Nº898,6416-908,Jennifer.Moreira@outlook.com,629226716,911247581
Luka Raphaël Sousa Morais,Avenida de Gustavo Eiffel Nº481,3729-961,Luka.Morais@hotmail.com,396247746,917318456
Aleksander Mamadou Pires Oliveira Pinto,Avenida do Dr. Antunes Guimarães Nº786,4493-836,Aleksander.Pinto@isec.pt,497639982,932293303
Henrik Domingos Mota Machado Garcia Freitas,Beco da Beneditina Nº557,6464-433,Henrik.Freitas@trabalho.pt,596225906,914251643
Lyara Fernanda Campos Almeid Moura,Avenida de Nun'Álvares Pereira Nº370,3918-695,Lyara.Moura@mundo.pt,694700291,935150758
Anamar Assunção Garcia Pereira Castro,Avenida José Domingues dos Santos Nº2,5522-664,Anamar.Castro@isec.pt,325580185,969872491
João Erick Silva Loureiro Lima,Bairro da Rainha D. Leonor Nº905,2341-357,João.Lima@gmail.com,575567292,961242601
Rita Lima Neto,Avenida de Nun'Álvares Pereira Nº720,9673-214,Rita.Neto@gmail.com,269740364,912273592
Janaína Batista Loureiro,Alameda das Antas Nº414,3513-937,Janaína.Loureiro@gmail.com,799643192,967202655
Vitor Caio Torres,Avenida de Rodrigues de Freitas Nº273,5177-124,Vitor.Torres@isec.pt,611734491,924389325
Guillermo Correia Barbosa,Beco do Preto Nº144,6299-816,Guillermo.Barbosa@hotmail.com,297088825,911296895
Bibiana Gaspar,Bairro do Cerco do Porto Nº859,5885-594,Bibiana.Gaspar@mundo.pt,450817621,967716382
Mirela Leal,Alameda dos Capitães de Abril Nº815,9672-387,Mirela.Leal@gmail.com,420121080,926447880
Liedson Kauã Fernandes Castro Magalhães Santos,Bairro de Manuel Cardoso Agrelos Nº385,7835-992,Liedson.Santos@outlook.pt,797921662,926109989
Liedson Vinício Garcia Rocha,Azinhaga da Bruxa Nº280,1898-895,Liedson.Rocha@isec.pt,441537445,932107883
Iasmin Lima,Avenida de D. Afonso Henriques Nº956,4815-167,Iasmin.Lima@outlook.com,700429017,913779931
Lisandra Barbosa Rodrigues Amaral,Beco de Carreiras Nº689,7844-088,Lisandra.Amaral@isec.pt,720860077,933173739
Lívia Domingues,Bairro do Cerco do Porto Nº757,3475-490,Lívia.Domingues@trabalho.pt,646908351,938912504
Rosarinho Maísa Lima,Beco da Bicha Nº909,4141-023,Rosarinho.Lima@mundo.pt,687193481,911117209
Erik Alves Pereira Leite,Avenida Flor da Rosa Nº267,6681-651,Erik.Leite@isec.pt,653483436,938877872
Anita Francesca Fernandes Andrade,Escadinhas da Porta do Carro Nº442,7725-665,Anita.Andrade@mundo.pt,292972255,923673415
Lisandro Andrei Henriques,Alameda de Eça de Queirós Nº944,6344-007,Lisandro.Henriques@trabalho.pt,277797211,930462324
