NOME,MORADA,CODIGO POSTAL,EMAIL,NIF,CONTACTO
Anna Vieira,Beco do Campo Alegre Nº871,1279-299,Anna.Vieira@gmail.com,347152658,961626554
Laerson Moura Barbosa,Avenida de D. Afonso Henriques Nº465,3233-043,Laerson.Barbosa@trabalho.pt,375162271,917022845
Hilário Vasco Vaz Amorim,Bairro de Ramalde Nº725,6581-612,Hilário.Amorim@trabalho.pt,737037046,913786758
Laura Ramos Pinto Antunes,A Triste-Feia Nº351,3636-088,Laura.Antunes@trabalho.pt,225629734,930929617
Henry Nilton Morais Castro Reis Nogueira,Alameda Arquitecto Carlos Ramos Nº794,9286-905,Henry.Nogueira@isec.pt,579439587,965638822
Kyara Morais Almeid Amorim Coelho,Bairro de Casas Económicas do Ilhéu Nº517,8831-039,Kyara.Coelho@mundo.pt,536461083,933057479
Teodor Almeid Marques Jesus Matos,Bairro do Cerco do Porto Nº371,2519-612,Teodor.Matos@mundo.pt,447639760,939344586
Eunice Anjos Gaspar,Beco da Senhora da Luz Nº608,3436-318,Eunice.Gaspar@outlook.com,529363480,963465426
Lucca Mike Monteiro Miranda Marques,Beco do Preto Nº668,8587-540,Lucca.Marques@isec.pt,559845789,922478948
Eliane Anjos Sousa,Beco de Passos Manuel Nº31,4958-365,Eliane.Sousa@outlook.pt,492835550,916633250
Joabe Brito Rodrigues,Bairro do Carvalhido Nº81,9249-494,Joabe.Rodrigues@outlook.com,282998527,934295609
André Duarte Leal Melo,Alameda do Dr. António Macedo Nº561,6775-342,André.Melo@trabalho.pt,447995477,931144117
Patrick Melo Guerreiro Mendes Alves,Bairro de Casas Económicas da Azenha Nº331,6258-672,Patrick.Alves@outlook.pt,386569425,927699687
Mamadou Gomes Costa Miranda,Avenida de Nun'Álvares Pereira Nº294,6157-600,Mamadou.Miranda@gmail.com,582273411,933374578
Maísa Soares Moreira Nascimento Leal,Avenida da França Nº818,8442-332,Maísa.Leal@outlook.pt,459448023,920595932
Juliana Fonseca Brito Melo,Bairro do Carvalhido Nº202,7197-150,Juliana.Melo@trabalho.pt,634253722,963306185
Amadú Aaron Carvalho Pacheco Araújo Carvalho,Alameda de Eça de Queirós Nº934,4825-781,Amadú.Carvalho@outlook.pt,490111684,939497339
Jonathan Pinho Faria Esteves Sá,Alameda do Dr. António Macedo Nº175,2759-405,Jonathan.Sá@mundo.pt,339505728,960516624
Rosa Brito,Avenida do Marechal Gomes da Costa Nº454,8814-025,Rosa.Brito@gmail.com,327998148,969631172
Adelaide Oliveira Cardoso,Bairro de São João de Deus Nº326,2183-208,Adelaide.Cardoso@isec.pt,288364354,965298881
Joshua Orlando Mendes Matos,Bairro do Dr. Nuno Pinheiro Torres Nº435,4119-403,Joshua.Matos@isec.pt,207660659,961371669
Décio Amaral,Bairro do Leal Nº602,1685-012,Décio.Amaral@trabalho.pt,297564870,918694067
Fausto Neymar Correia,Alameda de Basílio Teles Nº23,3158-963,Fausto.Correia@outlook.com,797430280,968604099
Oleksandr Joaquim Marques Pires Leite Cunha,Rua dos Sete Céus Nº513,6763-039,Oleksandr.Cunha@gmail.com,511516617,912664107
Naiara Simone Vicente Rocha,Beco do Pedregulho Nº912,5333-872,Naiara.Rocha@hotmail.com,711499740,934424791
Américo Cristian Campos Gomes Gonçalves,Alameda de Manuel d'Arriaga Nº682,1149-360,Américo.Gonçalves@gmail.com,704737066,912987361
Viriato Rui Ferreira Ribeiro Mendes Pires,Beco de Passos Manuel Nº106,7333-300,Viriato.Pires@hotmail.com,202572440,938391442
Leo Kian Machado,Avenida de Fernão de Magalhães Nº836,5292-369,Leo.Machado@mundo.pt,716134328,937704293
Martinho Isaías Brito,Avenida de Vímara Peres Nº898,7889-978,Martinho.Brito@hotmail.com,622382310,927997400
John Giovanni Fonseca Cardoso,Avenida de D. Afonso Henriques Nº231,7948-865,John.Cardoso@outlook.com,452872545,913109547
Sarah Cardoso,Beco de Carreiras Nº638,6653-890,Sarah.Cardoso@mundo.pt,443083929,925220880
Cloe Jacinta Domingues,Avenida de Sidónio Pais Nº250,4323-751,Cloe.Domingues@isec.pt,560241979,968038514
Joice Júlia Abreu Castro,Avenida de Nun'Álvares Pereira Nº284,6965-456,Joice.Castro@outlook.com,356898912,917806609
Dayane Aminata Matos,Bairro do Carvalhido Nº146,7213-909,Dayane.Matos@hotmail.com,342665153,914073971
Joelson Rómulo Silva Jesus Macedo Pinto,Bairro da Fonte da Moura Nº113,3855-697,Joelson.Pinto@isec.pt,607372545,965734113
Dinis Raphaël Pires,Avenida do Conselho da Europa Nº719,4666-641,Dinis.Pires@trabalho.pt,647478760,924713010
Olavo Albino Pinho Faria,Bairro Herculanoo Nº509,8915-906,Olavo.Faria@outlook.com,587790146,910328239
Natacha Ariela Maia Maia Leite Pires,Beco de S. Marçal Nº453,8266-227,Natacha.Pires@isec.pt,757181468,922618233
Nara Jesus Pinheiro,Bairro de São Vicente de Paulo Nº340,5384-259,Nara.Pinheiro@hotmail.com,275220714,960514431
kévim Lourenço Alves,Avenida do Dr. Antunes Guimarães Nº410,8264-679,kévim.Alves@outlook.com,776642142,933637904
Thaís Thaís Martins Domingues Campos,Bairro de Casas Económicas de Paranhos Nº276,8323-919,Thaís.Campos@mundo.pt,283960328,915570595
Isis Moreira Cunha Miranda Vicente,Bairro do Aleixo Nº560,5797-884,Isis.Vicente@hotmail.com,564277240,938743079
Lília Eva Henriques,Avenida do Marechal Gomes da Costa Nº329,4643-699,Lília.Henriques@gmail.com,402473223,969715427
Nelson Sebastião Andrade Neto Borges,Bairro de Santo Eugénio Nº677,3678-356,Nelson.Borges@mundo.pt,488172302,962870730
Micaela Monteiro,Avenida de Vasco da Gama Nº407,2716-428,Micaela.Monteiro@hotmail.com,284375799,934778446
Viviana Luena Mendes Monteiro Matos,Avenida do Dr. Antunes Guimarães Nº194,6217-798,Viviana.Matos@isec.pt,291011312,965850331
Mateus Ulisses Fonseca Ferreira,Beco Central Nº682,8819-741,Mateus.Ferreira@gmail.com,360909864,965758523
Dino Mark Anjos Lourenço Torres Esteves,Beco do Pedregulho Nº142,5398-453,Dino.Esteves@outlook.com,741486360,963294702
Eli Reis Neto,Bairro de Casas Económicas da Boavista-Vilarinha Nº545,9434-952,Eli.Neto@outlook.pt,738528383,914794667
Oleksandr Nogueira Pires Barbosa,Avenida do Parque Nº886,8381-479,Oleksandr.Barbosa@mundo.pt,434546277,931113585
Jessica Karina Garcia Gonçalves Cruz,Bairro do Cerco do Porto Nº363,5892-852,Jessica.Cruz@trabalho.pt,552306770,917778585
Luena Morgana Araújo Mendes Domingues Pereira,Bairro de Casas Económicas do Amial Nº6,7332-745,Luena.Pereira@mundo.pt,615826463,922000653
Telma Tavares,Beco de Carreiras Nº620,9922-628,Telma.Tavares@outlook.pt,324124781,919686662
Isabella Amaral Moreira Vieira,Alameda das Fontainhas Nº584,5295-228,Isabella.Vieira@isec.pt,314220416,931002775
Andrei Arnaldo Carneiro Pinho,Beco do Campo Nº194,7259-978,Andrei.Pinho@isec.pt,550566419,919985975
Diana Gaspar,Avenida de D. João II Nº501,2239-199,Diana.Gaspar@mundo.pt,476281077,962871447
Matteo Domingos Jesus,Bairro de São Roque da Lameira Nº692,5867-485,Matteo.Jesus@isec.pt,402197439,969328126
Antonio Matias Costa Silva Andrade,Bairro do Regado Nº115,6368-343,Antonio.Andrade@outlook.pt,204540576,918784442
Cléo Nunes Barros,Avenida de Sidónio Pais Nº662,9991-478,Cléo.Barros@gmail.com,561892788,966880671
Élio Anjos Matias Azevedo,Bairro do Bom Sucesso Nº696,5513-425,Élio.Azevedo@outlook.pt,636236410,965700085
Natã Jonatã Araújo,Bairro de São Vicente de Paulo Nº900,4541-138,Natã.Araújo@mundo.pt,262926463,965519087
Lua Rosa Torres,Beco do Outeiro Nº366,7726-055,Lua.Torres@hotmail.com,422364008,922873916
Joel Machado Maia,Avenida de Nun'Álvares Pereira Nº563,7525-096,Joel.Maia@mundo.pt,694296178,967919053
Flora Daria Ferreira Valente Pinto,Beco Central Nº868,1295-259,Flora.Pinto@gmail.com,654668889,924962477
Arthur Assunção Sá Sá,Avenida 25 de Abril Nº937,1352-604,Arthur.Sá@trabalho.pt,480457749,969862236
Íris Verónica Simões Pinto Freitas Sá,Bairro de Casas Económicas de Marechal Gomes da Costa Nº416,3382-180,Íris.Sá@isec.pt,440008371,939768841
Anaís Gomes Teixeira,Alameda de 25 de Abril Nº351,5245-829,Anaís.Teixeira@trabalho.pt,227656165,920501849
Mikael Cruz Lopes,Bairro do Leal Nº387,2911-912,Mikael.Lopes@trabalho.pt,512358294,921000068
Melinda Flor Cardoso Nunes Martins Figueiredo,Avenida de Camilo Nº420,8779-227,Melinda.Figueiredo@outlook.pt,446797436,924498280
Horácio Valente,Beco da Beneditina Nº669,3494-594,Horácio.Valente@outlook.pt,730446727,923537631
Iago Samuel Neto Nogueira,Bairro de Casas Económicas da Azenha Nº229,7778-019,Iago.Nogueira@outlook.com,305130778,914174988
Rayan Lourenço Pinheiro,Bairro do Lagarteiro Nº882,1668-033,Rayan.Pinheiro@outlook.com,220713009,932858858
Simão Gaspar Moura Fernandes,Alameda de Basílio Teles Nº516,8993-987,Simão.Fernandes@mundo.pt,419494088,925725685
Maira Clarisse Amaral,Alameda dos Capitães de Abril Nº173,2385-832,Maira.Amaral@outlook.com,256623519,920431283
Esperança Sousa Domingues Mota Azevedo,Avenida Flor da Rosa Nº263,8629-262,Esperança.Azevedo@outlook.pt,265263150,935835549
Mariama Moura Santos,Beco do Pedregulho Nº717,4157-333,Mariama.Santos@trabalho.pt,323729752,966262898
Jailson Costa Morais Araújo Pinto,Alameda Arquitecto Carlos Ramos Nº444,1996-495,Jailson.Pinto@mundo.pt,552113941,910981056
Stella Maiara Magalhães,Beco do Campo Alegre Nº102,9689-040,Stella.Magalhães@outlook.com,575573028,916683508
Ibrahima Franklim Pacheco Carvalho Vaz Simões,Bairro Herculanoo Nº73,1144-518,Ibrahima.Simões@mundo.pt,408003173,915869895
Flor Melinda Pires Vicente Faria,Alameda de Eça de Queirós Nº120,4698-923,Flor.Faria@isec.pt,369980216,968280793
Luzia Madalena Ferreira,Bairro do Lagarteiro Nº753,7185-508,Luzia.Ferreira@mundo.pt,487453495,925811640
Magno Aníbal Lourenço Correia Cruz,Alameda de 25 de Abril Nº216,2956-859,Magno.Cruz@outlook.com,211273219,933813333
Alícia Raposo Ramos Pacheco,Bairro de Casas Económicas do Ilhéu Nº160,9177-802,Alícia.Pacheco@mundo.pt,402231346,921458725
Aline Natália Moreira,Avenida de Paiva Couceiro Nº408,9856-190,Aline.Moreira@trabalho.pt,450277027,923303057
David Brito Valente,Beco do Campo Nº908,2327-463,David.Valente@outlook.com,704452148,925726456
Raquel Martins,Rua do Açúcar Nº24,2224-990,Raquel.Martins@gmail.com,392886377,919537874
Pedro Mohamed Branco,Bairro do Cerco do Porto Nº79,7352-190,Pedro.Branco@outlook.com,757224758,915509708
Américo Andrade Santos,Bairro de Casas Económicas das Condominhas Nº547,2554-719,Américo.Santos@outlook.pt,471833633,918233550
Nikita Ryan Pinho Jesus Ribeiro,Beco de Bonjóia Nº891,2664-972,Nikita.Ribeiro@mundo.pt,286640546,924793337
Raúl Aníbal Abreu Pinho Amorim,Bairro de Francos Nº594,9771-230,Raúl.Amorim@outlook.com,795501941,923506423
Elisabete Soares Barbosa Sá,Avenida de Montevideu Nº8,3339-983,Elisabete.Sá@mundo.pt,294172759,935259611
Samuel Pereira Ferreira Martins Correia,Avenida de D. Carlos I Nº865,2521-308,Samuel.Correia@isec.pt,748127861,919012164
Neuza Figueiredo Borges,Beco de Passos Manuel Nº949,2613-727,Neuza.Borges@hotmail.com,347146322,939933443
Lea Frederica Branco Moreira Cardoso Amorim,Avenida do Marechal Gomes da Costa Nº679,3919-267,Lea.Amorim@hotmail.com,389586619,967092946
Israel Darius Lopes,Beco de Carreiras Nº527,9794-247,Israel.Lopes@mundo.pt,332951845,969343193
Ali Sá,Avenida do Brasil Nº34,8178-552,Ali.Sá@gmail.com,558953869,932749917
Fernanda Coelho Baptista Torres,Bairro de Costa Cabral 	Campanhã Nº794,3518-609,Fernanda.Torres@mundo.pt,398190865,914596695
Valentina Antunes Melo Nascimento,Bairro do Dr. Nuno Pinheiro Torres Nº541,7551-232,Valentina.Nascimento@outlook.com,673288970,920279488
Ariela Irene Lourenço Cunha Amorim,Alameda do Prof. Hernâni Monteiro Nº836,5285-072,Ariela.Amorim@outlook.pt,482782330,927625311
Gualter Cristiano Tavares Rodrigues Raposo,Bairro de Manuel Cardoso Agrelos Nº784,8526-531,Gualter.Raposo@isec.pt,724859579,931457881
Matteo Elijah Santos Fonseca,Avenida de Gustavo Eiffel Nº567,2671-116,Matteo.Fonseca@outlook.com,398332699,966370751
Natã Marlon Domingues Campos Torres,Beco Central Nº915,1585-113,Natã.Torres@hotmail.com,201412381,927936147
Xavier Hugo Nogueira Lourenço Reis Lima,Alameda de Basílio Teles Nº390,7332-277,Xavier.Lima@trabalho.pt,304590662,915452387
Milton Torres,Bairro do Viso Nº335,4758-340,Milton.Torres@outlook.com,289665159,938434658
Marley Cunha Lima,Avenida do Bessa Nº638,8372-802,Marley.Lima@outlook.pt,708033877,965149257
Fabiana Nunes Matias Correia,Bairro do Regado Nº500,6243-106,Fabiana.Correia@isec.pt,317219578,917671758
Stefan Oscar Esteves Sá Teixeira Nascimento,Bairro de Francos Nº374,3495-656,Stefan.Nascimento@outlook.pt,719834623,912309810
Victória Mathilde Matias,Bairro da Fonte da Moura Nº133,8355-147,Victória.Matias@outlook.com,401469953,939053831
Tierri Elisei Moura,Bairro de Casas Económicas das Condominhas Nº775,2836-834,Tierri.Moura@outlook.com,445592593,928498851
Luisa Santos Branco Brito Borges,Avenida de Vasco da Gama Nº5,4332-700,Luisa.Borges@gmail.com,663532407,963634723
Helder Filipe Leite Abreu Torres Garcia,Bairro de Santo Eugénio Nº134,2769-396,Helder.Garcia@gmail.com,407892957,914839276
Liedson Azevedo Rocha,Bairro do Cerco do Porto Nº64,1246-333,Liedson.Rocha@trabalho.pt,244110867,918763819
Vanessa Freitas Valente,Bairro do Carvalhido Nº685,5272-537,Vanessa.Valente@isec.pt,660409939,933761141
Elisabeth Pires Lima Macedo,Bairro do Carvalhido Nº521,1427-216,Elisabeth.Macedo@mundo.pt,619899221,921770210
Lisandra Neves Lopes,Azinhaga da Bruxa Nº354,4919-293,Lisandra.Lopes@outlook.pt,443216892,918106299
Osmar Teixeira,Alameda do Dr. António Macedo Nº377,3411-550,Osmar.Teixeira@gmail.com,598536352,919481420
Edmundo Salomão Leite Gaspar Costa,Avenida de Paiva Couceiro Nº195,9847-730,Edmundo.Costa@outlook.com,686559426,919438861
Petra Angélica Lopes,Bairro de Casas Económicas do Ilhéu Nº628,5784-711,Petra.Lopes@outlook.com,349210190,964208517
Jair Jóni Rodrigues Gomes Carvalho,Bairro do Viso Nº124,3813-198,Jair.Carvalho@hotmail.com,290301276,924789010
Aléxis Oliveira Machado,Bairro Herculanoo Nº195,9544-662,Aléxis.Machado@trabalho.pt,432535374,927114520
Hélder Henrique Pinheiro Borges,Beco do Meiral Nº113,7573-592,Hélder.Borges@mundo.pt,218735520,911455870
Leandro Magalhães Tavares Moura,Alameda dos Capitães de Abril Nº547,3616-023,Leandro.Moura@mundo.pt,310974830,939215419
Evelyn Yara Vaz,Beco da Senhora da Luz Nº781,5568-570,Evelyn.Vaz@hotmail.com,748044902,929090020
Lígia Paiva Vieira,Avenida da BoavistaOuro e Massarelos Nº123,5127-165,Lígia.Vieira@isec.pt,243108768,962568566
Stella Melo Loureiro Antunes,Avenida Flor da Rosa Nº586,9759-150,Stella.Antunes@outlook.pt,309920703,963655714
Joana Luisa Cunha Batista Vicente,Bairro do Aleixo Nº190,3849-372,Joana.Vicente@outlook.pt,478716243,916000782
Oscar Adolfo Torres Matos Silva Castro,Bairro do Lagarteiro Nº100,8877-330,Oscar.Castro@mundo.pt,537761659,919105332
Kauan Elias Pinheiro,Bairro do Lagarteiro Nº284,7999-881,Kauan.Pinheiro@mundo.pt,277379333,925908244
Jacinta Soares Sá Soares,Bairro da Pasteleira Nº30,2598-446,Jacinta.Soares@gmail.com,672942536,963962377
Vando Emílio Marques Assunção Pires,Bairro da Agra do Amial Nº453,9681-819,Vando.Pires@hotmail.com,246089423,910934498
Isis Sílvia Pires Campos Anjos,Beco da Senhora da Luz Nº555,9679-541,Isis.Anjos@outlook.pt,504319544,960559125
Yara Esteves Andrade,Avenida do Marechal Gomes da Costa Nº487,1674-019,Yara.Andrade@mundo.pt,460542619,933351075
Sebastião Raphael Torres Gaspar Ferreira,Bairro Herculanoo Nº131,2454-702,Sebastião.Ferreira@mundo.pt,771036518,912984171
Steven Antunes Nascimento Martins Maia,Beco da Senhora da Luz Nº52,6374-012,Steven.Maia@mundo.pt,655453296,968429941
Samir Filipe Brito Moura,Avenida do Marechal Gomes da Costa Nº249,2874-429,Samir.Moura@mundo.pt,527742693,962543394
Karen Isa Raposo,Beco do Campo Nº133,7455-873,Karen.Raposo@gmail.com,330734375,930608274
Fábio Firmino Andrade Barros Barbosa,Avenida de Fontes Pereira de Melo Nº204,5837-210,Fábio.Barbosa@mundo.pt,518908958,924863698
Ruth Larissa Silva Marques,Beco Central Nº347,5458-153,Ruth.Marques@mundo.pt,335372971,926236100
Pilar Cunha,Bairro do Viso Nº278,1764-754,Pilar.Cunha@gmail.com,298243721,920048900
Frederica Cunha,Bairro de Casas Económicas de Marechal Gomes da Costa Nº923,9762-639,Frederica.Cunha@outlook.pt,702195630,924281767
Suria Constança Lima Machado,Avenida de D. Carlos I Nº859,8815-640,Suria.Machado@isec.pt,731209047,918892777
Roxana Cíntia Barros Rodrigues Antunes Amaral,Bairro do Viso Nº77,3523-814,Roxana.Amaral@outlook.pt,421780991,927471436
Fausto Vicente Leal Araújo Pinto,Bairro da Fonte da Moura Nº397,7329-248,Fausto.Pinto@isec.pt,573968786,915570564
Salomé Leite Nunes Paiva,Bairro do Aleixo Nº114,8741-711,Salomé.Paiva@outlook.com,442388525,935691306
Diana Ísis Silva,Avenida de D. João II Nº885,5583-827,Diana.Silva@hotmail.com,207325674,969929484
Milton Marius Baptista,Avenida de Montevideu Nº459,2945-654,Milton.Baptista@outlook.pt,731892917,938229402
Natã Sousa Neves Pinho Araújo,Alameda de Cláudio Carneiro Nº791,6393-478,Natã.Araújo@isec.pt,788042282,931792737
Aurora Dina Barbosa Loureiro,Alameda de Manuel d'Arriaga Nº226,3524-239,Aurora.Loureiro@gmail.com,585867833,913778765
Jan Firmino Loureiro Henriques Lopes Paiva,Beco de Passos Manuel Nº486,6548-764,Jan.Paiva@outlook.pt,248060716,916891252
Luiz Kiami Martins,Avenida Flor da Rosa Nº687,7886-565,Luiz.Martins@trabalho.pt,774166245,965933759
Toni Malam Morais Correia Vieira,Bairro do Outeiro Nº796,5932-097,Toni.Vieira@outlook.pt,480715612,927819282
Andreia Maia Ribeiro,Alameda de Manuel d'Arriaga Nº545,6546-202,Andreia.Ribeiro@gmail.com,394023092,964593844
Martina Susana Domingues Carneiro Cruz,Alameda do Prof. Hernâni Monteiro Nº852,2342-984,Martina.Cruz@isec.pt,733415698,968970863
Ary Nuno Ribeiro Leal,Bairro do Cerco do Porto Nº303,8627-536,Ary.Leal@outlook.com,416932956,910227255
Abdul Mark Rocha Coelho Silva Alves,Bairro de Casas Económicas da Boavista-Vilarinha Nº401,4473-448,Abdul.Alves@hotmail.com,354205362,929802777
Francisca Costa,Alameda das Fontainhas Nº583,2679-785,Francisca.Costa@outlook.pt,582042286,921208580
Bibiana Claudia Sá Mendes Correia Branco,Beco do Arrabalde Nº697,6331-431,Bibiana.Branco@mundo.pt,468951393,918291296
Vitória Kiara Amaral,Bairro de Casas Económicas de António Aroso Nº519,6829-817,Vitória.Amaral@outlook.pt,685735201,932816273
Dayane Santos Monteiro,Beco do Machado Nº38,9175-675,Dayane.Monteiro@trabalho.pt,721995891,967743356
Leandro Oliveira Sousa Pinho,Beco do Machado Nº993,3384-338,Leandro.Pinho@isec.pt,511700440,933835925
Valentim Fonseca Branco,Beco de S. João da Foz Nº888,5336-731,Valentim.Branco@mundo.pt,662006672,936864495
Leandra Campos Valente,Beco da Beneditina Nº472,4279-998,Leandra.Valente@isec.pt,773422836,923340674
Kevin Garcia Matias Moura,Avenida de D. Afonso Henriques Nº919,7467-565,Kevin.Moura@mundo.pt,799165343,912862914
Uriel Jesus Andrade Borges Antunes,Alameda de Aquilino Ribeiro Nº111,8589-950,Uriel.Antunes@trabalho.pt,780308082,931315429
Fatumata Valentina Macedo Castro Barbosa Vicente,Bairro do Cerco do Porto Nº120,5126-314,Fatumata.Vicente@mundo.pt,750664138,921366489
Guadalupe Lopes Domingues,Bairro do Regado Nº420,2623-747,Guadalupe.Domingues@hotmail.com,266186608,928296105
Avelino Yannick Valente Gonçalves,Avenida da Associação Empresarial de Portugal Nº349,5419-133,Avelino.Gonçalves@gmail.com,386619686,916068745
Mateus Moreira Lopes Almeid,Bairro da Pasteleira Nº829,2681-307,Mateus.Almeid@outlook.com,790992647,910138778
Penélope Castro Jesus Pacheco,Beco do Meiral Nº324,1194-298,Penélope.Pacheco@outlook.com,792589489,966033498
Ciara Diana Ferreira Barros,Avenida de Sidónio Pais Nº533,3234-849,Ciara.Barros@outlook.com,586406049,934137683
Jerónimo Guerreiro Sá,Avenida de Fernão de Magalhães Nº352,2435-933,Jerónimo.Sá@trabalho.pt,611613713,965591842
Ruby Neto Almeid Abreu,Bairro do Dr. Nuno Pinheiro Torres Nº173,3527-759,Ruby.Abreu@trabalho.pt,214960858,960883957
Matthew Matias Branco Matias,Bairro do Leal Nº534,7628-032,Matthew.Matias@outlook.com,222016808,962047438
Patricia Correia Freitas,Beco do Campo Nº306,5836-279,Patricia.Freitas@outlook.com,749488495,936232398
Jessé Stefan Moura,Bairro do Regado Nº934,3831-546,Jessé.Moura@outlook.com,377362269,933876431
Clarisse Oriana Simões Ferreira Nascimento Reis,Beco do Arrabalde Nº803,8714-271,Clarisse.Reis@isec.pt,719608919,928753401
Fernando Gomes Ferreira,Beco do Outeiro Nº475,6855-631,Fernando.Ferreira@mundo.pt,315340959,969798195
Fabiana Tavares Lopes Barbosa Santos,Bairro do Cerco do Porto Nº547,3498-307,Fabiana.Santos@trabalho.pt,381313919,931419335
Naíma Francesca Jesus,Avenida 25 de Abril Nº476,8476-152,Naíma.Jesus@trabalho.pt,413150040,916018098
