NOME,MORADA,CODIGO POSTAL,EMAIL,NIF,CONTACTO
Felícia Naísa Soares Vieira Morais,Avenida do Brasil Nº415,5663-481,Felícia.Morais@hotmail.com,339051867,926264790
Emilio Jerson Pinho Maia Neves Pires,Bairro do Dr. Nuno Pinheiro Torres Nº210,6821-309,Emilio.Pires@trabalho.pt,425462347,914959037
Assane Brito,Avenida de Camilo Nº947,1151-841,Assane.Brito@mundo.pt,459107978,961271694
Gabriela Julia Antunes Raposo Nogueira,Beco de S. Macário Nº594,3274-364,Gabriela.Nogueira@hotmail.com,607164776,935900400
Brayan Melo Nunes Baptista Oliveira,Bairro do Viso Nº383,6183-161,Brayan.Oliveira@outlook.com,384073337,912832314
Lucca Emídio Nunes Araújo,A Triste-Feia Nº529,4935-837,Lucca.Araújo@mundo.pt,523867409,961409542
Yago Barbosa,Bairro de Casas Económicas do Ilhéu Nº949,7214-272,Yago.Barbosa@outlook.pt,733394947,928590977
Isaque Santos,A Triste-Feia Nº473,5483-973,Isaque.Santos@gmail.com,390740142,929751853
Nuria Neto,Beco do Pedregulho Nº834,6725-048,Nuria.Neto@isec.pt,422893965,922104120
Raissa Dalila Martins,Beco do Pedregulho Nº708,9131-504,Raissa.Martins@isec.pt,755264534,919024869
Olivia Nuria Antunes,Avenida do Parque Nº181,6212-527,Olivia.Antunes@outlook.com,217054113,961799248
Lorena Daisy Barbosa Reis Batista Rocha,Avenida de Vímara Peres Nº4,8791-422,Lorena.Rocha@trabalho.pt,405485795,938599310
Mathilde Matias,Beco de Passos Manuel Nº120,7438-978,Mathilde.Matias@gmail.com,444678763,925340086
Raphael Robert Antunes Figueiredo Costa Rodrigues,Beco de Passos Manuel Nº333,2539-150,Raphael.Rodrigues@trabalho.pt,513594128,961119559
Carina Matilde Lourenço Campos Vaz,Alameda do Prof. Ruy Luís Gomes Nº396,7688-460,Carina.Vaz@outlook.pt,528555036,936991334
Israel Ribeiro Nunes Mota,Beco do Outeiro Nº852,3272-952,Israel.Mota@isec.pt,646118189,930457496
Caetana Mathilde Rocha,Rua dos Sete Céus Nº989,5282-864,Caetana.Rocha@hotmail.com,419372876,938245534
Vando Azevedo,Beco do Belo Nº631,5672-599,Vando.Azevedo@isec.pt,551266164,937115169
Magno Stefan Lourenço Nunes,Avenida do Conselho da Europa Nº477,2875-080,Magno.Nunes@gmail.com,763678759,920683450
Flora Faria,Avenida de D. João II Nº859,6775-922,Flora.Faria@mundo.pt,647190914,916393442
Yasmine Paiva,Alameda do Dr. António Macedo Nº896,3836-992,Yasmine.Paiva@isec.pt,241206145,924276478
Óscar Nilton Lourenço,Beco Central Nº235,4125-745,Óscar.Lourenço@outlook.pt,202796072,918998988
Celso Kévin Reis,Bairro do Lagarteiro Nº829,8871-760,Celso.Reis@trabalho.pt,480259891,915926025
Bárbara Pereira Baptista,Rua dos Sete Céus Nº595,3937-368,Bárbara.Baptista@trabalho.pt,303493906,930796235
Anastasia Carvalho Marques Mota,Bairro de Costa Cabral 	Campanhã Nº984,9631-019,Anastasia.Mota@outlook.com,657707697,969426031
Olivia Lourenço Castro,Avenida de Vímara Peres Nº523,5425-786,Olivia.Castro@outlook.com,646587539,912206054
Tamára Oliveira Moreira,Beco do Pedregulho Nº364,6232-020,Tamára.Moreira@hotmail.com,563263548,934404303
Edmundo Vincent Carneiro Gaspar Silva,Bairro da Fonte da Moura Nº531,7762-409,Edmundo.Silva@gmail.com,691731188,916484056
Érica Oliveira Melo Sá,Beco do Campo Nº844,3341-539,Érica.Sá@isec.pt,395391775,921890732
Taís Anjos Leal,Alameda de Basílio Teles Nº604,2496-560,Taís.Leal@outlook.pt,389487963,925697329
