NOME,MORADA,CODIGO POSTAL,EMAIL,NIF,CONTACTO
Maia Graça Araújo Azevedo Amorim,Escadinhas da Porta do Carro Nº440,5996-728,Maia.Amorim@isec.pt,761494676,937108701
Olívia Sofia Faria,Beco de Passos Manuel Nº359,1825-484,Olívia.Faria@outlook.pt,300836774,965432921
Alicia Faria,Beco da Beneditina Nº556,2563-907,Alicia.Faria@hotmail.com,747403255,965166747
Kauan Nascimento Gomes,Avenida do Brasil Nº167,6813-256,Kauan.Gomes@isec.pt,649793944,934344111
Vinicius Nascimento Pires,Avenida do Bessa Nº543,6915-311,Vinicius.Pires@isec.pt,568614887,910692216
Elsa Teixeira Antunes Gonçalves Borges,Avenida de Vímara Peres Nº140,1755-394,Elsa.Borges@gmail.com,240250451,963823227
Emília Monteiro Abreu Pinheiro Matos,Avenida do Parque Nº475,2715-089,Emília.Matos@outlook.pt,472395855,922510503
Emídio Gui Esteves Sá Gaspar,Avenida de Vasco da Gama Nº273,6947-771,Emídio.Gaspar@mundo.pt,717761493,934918737
Mickael Rubim Tavares Raposo Batista,Alameda do Dr. Fernando de Azeredo Antas Nº270,3659-461,Mickael.Batista@trabalho.pt,442401100,911469463
Liah Freitas,Alameda de Cartes 	Campanhã Nº57,4264-542,Liah.Freitas@gmail.com,680429134,933238957
Lavínia Rocha Fonseca Figueiredo Maia,Avenida da França Nº962,1566-834,Lavínia.Maia@mundo.pt,700410829,929119575
William Lluís Pinheiro Simões Torres,Bairro de São João de Deus Nº665,6276-302,William.Torres@outlook.pt,404827425,969648925
Nícolas Mauro Carvalho Campos,Bairro da Rainha D. Leonor Nº422,4174-698,Nícolas.Campos@hotmail.com,262288182,918523274
Avelino Marino Pinho Anjos,Alameda de Aquilino Ribeiro Nº907,2297-825,Avelino.Anjos@mundo.pt,365704739,929424813
Mihail Domingos Miranda Costa Fonseca,Bairro do Falcão Nº374,6891-304,Mihail.Fonseca@hotmail.com,627441233,964128538
Áurea Sílvia Melo,Bairro do Falcão Nº563,7963-147,Áurea.Melo@trabalho.pt,256825147,916786658
Helder Hélder Simões Monteiro Almeid,Bairro de Costa Cabral 	Campanhã Nº382,4238-728,Helder.Almeid@gmail.com,210946767,960797955
Carla Jade Pires Brito Freitas,Bairro da Agra do Amial Nº846,3894-326,Carla.Freitas@hotmail.com,351981177,916550435
Kenzo Antonio Carvalho Henriques Paiva,Beco de Bonjóia Nº53,5928-169,Kenzo.Paiva@outlook.com,421570943,966396249
Vanessa Victoria Lima Borges,Escadinhas da Porta do Carro Nº524,2589-384,Vanessa.Borges@hotmail.com,445442932,938951963
Sílvia Pinheiro,Alameda de Manuel d'Arriaga Nº856,9622-255,Sílvia.Pinheiro@hotmail.com,790689200,932132677
Carminho Melo Pinheiro Leite Rocha,Avenida de D. Afonso Henriques Nº830,2516-683,Carminho.Rocha@mundo.pt,775348098,917275019
Milton Amaral Miranda Neves Amorim,Avenida do Dr. Antunes Guimarães Nº161,5716-488,Milton.Amorim@gmail.com,615162350,966094153
Alan Eugénio Amorim Gaspar Castro Gomes,Avenida 25 de Abril Nº994,9121-701,Alan.Gomes@hotmail.com,305695900,911688591
Rafael Vicente,Beco do Pedregulho Nº184,8746-941,Rafael.Vicente@hotmail.com,423188883,914827698
Marian Rómulo Raposo Macedo Pinto Leite,Beco de S. Marçal Nº490,7642-959,Marian.Leite@isec.pt,284731849,928560502
Erika Anastasia Pinto,Avenida José Domingues dos Santos Nº41,1914-563,Erika.Pinto@outlook.pt,619636972,960651041
Francisca Lília Matos Jesus Silva Pacheco,Avenida de D. Carlos I Nº927,1817-960,Francisca.Pacheco@gmail.com,644549495,939333285
Luciana Correia Garcia Esteves,Beco de Bonjóia Nº785,5185-295,Luciana.Esteves@trabalho.pt,311073061,938788299
Emanuel Ângelo Macedo,Bairro do Dr. Nuno Pinheiro Torres Nº545,4338-153,Emanuel.Macedo@outlook.com,209280479,963964953
Keyla Jéssica Guerreiro Macedo,Avenida do Parque Nº97,7278-496,Keyla.Macedo@hotmail.com,639987768,918351047
Simon Lamine Faria Amorim,Bairro da Pasteleira Nº222,8672-084,Simon.Amorim@outlook.pt,676120810,968643424
Ionel Moura,Beco do Campo Nº234,5394-427,Ionel.Moura@isec.pt,308783523,916470037
Silas Vivaldo Simões Campos,Rua do Açúcar Nº728,9581-600,Silas.Campos@mundo.pt,571065838,922882789
Violeta Linda Vieira Brito Domingues,Beco do Pedregulho Nº300,3132-835,Violeta.Domingues@outlook.pt,794901968,937470354
Bruno Campos Carvalho Araújo Vaz,Beco de Passos Manuel Nº91,6824-739,Bruno.Vaz@hotmail.com,392952840,961743295
Simon Matteo Domingues,Bairro do Regado Nº303,5395-772,Simon.Domingues@isec.pt,251728627,937747935
Laura Mirella Correia,Avenida de Fernão de Magalhães Nº758,7342-399,Laura.Correia@outlook.com,511921627,930625283
Kennedy Vinicius Amaral Sá Assunção Macedo,Avenida Flor da Rosa Nº41,5995-862,Kennedy.Macedo@outlook.com,527947194,911893101
Luna Paloma Assunção Castro,Beco do Pedregulho Nº309,7459-560,Luna.Castro@mundo.pt,237247005,910404182
Joanna Lorena Coelho Cardoso Mendes Oliveira,Beco do Campo Nº447,4931-505,Joanna.Oliveira@outlook.pt,248617530,935689053
Bernardo Félix Lopes Machado,Avenida de Vímara Peres Nº380,1543-706,Bernardo.Machado@outlook.pt,650755979,919481113
Mael Simão Abreu Leal,Beco Central Nº649,3185-733,Mael.Leal@outlook.com,757499693,930788892
Thaís Santos Machado Neves,Bairro de Casas Económicas das Condominhas Nº105,5174-653,Thaís.Neves@isec.pt,771764524,920929584
Malam Tiago Lopes Marques,Alameda de Basílio Teles Nº431,1985-055,Malam.Marques@gmail.com,682417956,961401417
Alicia Reis Araújo,Bairro Herculanoo Nº482,9594-674,Alicia.Araújo@outlook.pt,738646059,919272288
Marley Lima Mota Assunção,Alameda do Prof. Ruy Luís Gomes Nº650,2832-059,Marley.Assunção@hotmail.com,755110121,926882855
Daniela Sousa Fernandes Barbosa,Bairro de Casas Económicas da Boavista-Vilarinha Nº251,7137-364,Daniela.Barbosa@trabalho.pt,606055271,926650081
Juliano Roque Monteiro Fonseca Castro,Beco do Preto Nº79,1527-829,Juliano.Castro@gmail.com,524676122,917278912
Gustavo Amadeu Melo Mota Cunha,Rua dos Sete Céus Nº367,4165-556,Gustavo.Cunha@mundo.pt,254995823,920034432
Iasmin Melo Azevedo,Alameda de 25 de Abril Nº496,6211-328,Iasmin.Azevedo@mundo.pt,658120009,964467866
Carmen Loureiro Cruz Leite,Bairro do Dr. Nuno Pinheiro Torres Nº379,4726-485,Carmen.Leite@hotmail.com,594747887,913310823
Isaac Afonso Nascimento Lourenço Vicente,Avenida de D. João II Nº326,9556-188,Isaac.Vicente@outlook.com,498371036,930447211
Maya Juliana Antunes,Beco do Campo Nº79,3585-872,Maya.Antunes@mundo.pt,675168454,919262872
Milana Janaína Barros Rodrigues,Bairro de São Vicente de Paulo Nº555,2456-365,Milana.Rodrigues@isec.pt,755791910,911893708
Michele Oliveira Brito Melo Cruz,Rua do Açúcar Nº865,3648-980,Michele.Cruz@isec.pt,269401990,960393474
Bia Eliana Moura,Alameda do Dr. António Macedo Nº148,2831-475,Bia.Moura@outlook.com,212332702,938185249
Danilo Amaral Soares Coelho Pires,Bairro da Pasteleira Nº512,4193-403,Danilo.Pires@mundo.pt,539694692,919191214
Maísa Sousa Ferreira Branco,Bairro da Pasteleira Nº641,2713-122,Maísa.Branco@outlook.com,308506752,939931396
kévim Malam Pires,Avenida de Gustavo Eiffel Nº808,5815-919,kévim.Pires@gmail.com,636219350,935670116
Arlindo Azevedo,Beco de Carreiras Nº792,4297-648,Arlindo.Azevedo@outlook.com,323382864,924698994
Dália Mercês Magalhães,Bairro de Casas Económicas da Boavista-Vilarinha Nº231,9135-721,Dália.Magalhães@outlook.pt,561166049,964020621
Martina Gomes Amorim Maia Andrade,Avenida de Nun'Álvares Pereira Nº707,5221-499,Martina.Andrade@isec.pt,476909262,969879453
Cauã Erick Carvalho Almeid,Beco do Machado Nº920,6755-598,Cauã.Almeid@mundo.pt,526745029,917309345
Jesus Pereira Vieira,Rua do Açúcar Nº640,3514-840,Jesus.Vieira@outlook.com,724065952,912731535
Teodor Sisley Araújo Cunha,Avenida de Vasco da Gama Nº826,7282-339,Teodor.Cunha@hotmail.com,532503550,919010229
Telma Erika Andrade Simões Gonçalves Pinheiro,Alameda de Cláudio Carneiro Nº715,4457-339,Telma.Pinheiro@outlook.com,235390686,932896791
Ernesto Dalton Teixeira,Beco Central Nº489,6433-888,Ernesto.Teixeira@trabalho.pt,651792520,936573039
Andrei Abreu Gaspar,Avenida da Associação Empresarial de Portugal Nº799,3214-214,Andrei.Gaspar@trabalho.pt,567273871,929441591
Liara Jessica Carvalho Figueiredo,Bairro de Casas Económicas da Azenha Nº153,2471-036,Liara.Figueiredo@gmail.com,395446910,917878048
Miranda Eunice Baptista,Bairro de Manuel Cardoso Agrelos Nº762,6743-215,Miranda.Baptista@gmail.com,544737519,922808927
Timur Vasile Lopes Henriques,Beco do Outeiro Nº175,1584-442,Timur.Henriques@outlook.pt,770975547,938353102
Vicente Faria Pereira Assunção Pereira,Avenida dos Combatentes da Grande Guerra Nº550,1746-045,Vicente.Pereira@hotmail.com,740398140,962833853
Dumitru Torres Tavares Henriques,Bairro de Francos Nº270,2689-174,Dumitru.Henriques@trabalho.pt,227873215,920090640
Nair Coelho Amorim,Jardim das Pichas Murchas Nº454,5435-726,Nair.Amorim@gmail.com,422931990,911472859
Soraya Pinho Lourenço Pereira,Avenida dos Aliados Nº528,2768-544,Soraya.Pereira@isec.pt,384004413,929210821
Isabela Dalila Borges Marques,Alameda de Manuel d'Arriaga Nº609,5763-235,Isabela.Marques@hotmail.com,740090567,925896921
Sabrina Noemi Nunes,Bairro da Agra do Amial Nº890,2961-882,Sabrina.Nunes@hotmail.com,266936002,912010143
Roque Mateus Cruz Gomes,Bairro de São João de Deus Nº339,6452-694,Roque.Gomes@outlook.pt,618538589,968363439
Stephany Figueiredo Pinto,Rua dos Sete Céus Nº636,7643-242,Stephany.Pinto@gmail.com,446034320,935437065
Kai Garcia Carneiro Sousa,Avenida de D. João II Nº572,6889-765,Kai.Sousa@outlook.pt,716227480,910321570
Amanda Mendes,Alameda das Fontainhas Nº931,8421-863,Amanda.Mendes@mundo.pt,609068292,919339878
Rúben Eduardo Martins,Bairro de Manuel Cardoso Agrelos Nº146,8967-615,Rúben.Martins@outlook.pt,531540957,960080042
Cecília Maria Vicente Oliveira,Bairro da Fonte da Moura Nº313,6784-218,Cecília.Oliveira@trabalho.pt,573544740,933927558
Sarai Costa,Avenida Flor da Rosa Nº69,3339-035,Sarai.Costa@hotmail.com,596700895,934793856
Andrea Costa Cardoso,Avenida de Vímara Peres Nº820,3186-315,Andrea.Cardoso@outlook.com,576998504,916005688
Jacinto Luis Cunha Moura Abreu Andrade,Beco do Pedregulho Nº478,5752-639,Jacinto.Andrade@outlook.com,219965810,930736433
Erika Ânia Tavares Santos Pinto Macedo,Avenida de Montevideu Nº89,2992-569,Erika.Macedo@isec.pt,459082768,967176871
Tatiana Mota Carneiro Lima,Bairro de Casas Económicas das Condominhas Nº740,6979-280,Tatiana.Lima@outlook.pt,404824532,923625521
Giovany Cardoso Assunção Henriques,Avenida do Parque Nº806,4792-443,Giovany.Henriques@gmail.com,499504148,965992693
Erica Brito,Bairro de Casas Económicas do Amial Nº203,1967-621,Erica.Brito@mundo.pt,285784010,968627529
Alessia Assunção,Bairro de São Roque da Lameira Nº163,7414-167,Alessia.Assunção@mundo.pt,509219596,969715892
Elisabeth Laila Magalhães,Alameda das Fontainhas Nº69,9686-798,Elisabeth.Magalhães@gmail.com,631697159,966084304
Fábia Fernandes Alves,Beco de Bonjóia Nº512,5838-618,Fábia.Alves@gmail.com,705106939,962765190
Fabiano Carvalho Amaral Coelho Paiva,Bairro de São Roque da Lameira Nº592,4552-681,Fabiano.Paiva@outlook.pt,298872073,928402166
Eli Mikel Nascimento Simões,Bairro do Lagarteiro Nº83,4166-082,Eli.Simões@mundo.pt,797842879,915884043
Melinda Dara Batista,Alameda do Dr. Fernando de Azeredo Antas Nº288,7549-699,Melinda.Batista@outlook.com,469725152,916860917
Olívia Freitas Morais Amorim,Avenida de D. Afonso Henriques Nº958,9979-508,Olívia.Amorim@mundo.pt,206145097,916244909
Antónia Pires Nascimento Valente Martins,Alameda do Dr. António Macedo Nº620,9847-130,Antónia.Martins@gmail.com,736719504,912510113
Marian Neto Neves Figueiredo,Bairro de Casas Económicas do Amial Nº13,7947-532,Marian.Figueiredo@mundo.pt,247811718,937079812
Raissa Vaz Anjos Jesus Fonseca,Avenida de Sidónio Pais Nº326,7596-201,Raissa.Fonseca@outlook.pt,462066214,966081779
Sílvia Lígia Abreu Pinheiro Simões Moura,Jardim das Pichas Murchas Nº639,8685-134,Sílvia.Moura@outlook.com,373421108,924435493
Filipa Mayara Nunes,A Triste-Feia Nº627,2919-365,Filipa.Nunes@isec.pt,303433289,967674557
Cristina Carvalho Moura Teixeira,Beco de Carreiras Nº209,1794-450,Cristina.Teixeira@mundo.pt,408531937,914523210
Benjamin Amaral Morais Domingues,A Triste-Feia Nº352,7441-862,Benjamin.Domingues@trabalho.pt,510102041,919843666
Sérgio Guerreiro Campos Fonseca,Beco do Paço Nº6,1667-700,Sérgio.Fonseca@mundo.pt,424157399,927519782
Enrique Divany Almeid Pires Pinho,Avenida da BoavistaOuro e Massarelos Nº467,7756-580,Enrique.Pinho@isec.pt,225962118,963941099
Jaciara Rodrigues,Beco da Bela Vista Nº141,9826-503,Jaciara.Rodrigues@mundo.pt,474964991,929075819
Marisol Araújo,Bairro do Regado Nº174,2253-840,Marisol.Araújo@outlook.com,638196166,964843275
Jonatã Evandro Borges Raposo Lima Loureiro,Bairro da Pasteleira Nº830,1234-575,Jonatã.Loureiro@isec.pt,546285585,921870301
Vansh Sousa Paiva Santos Campos,Bairro de Costa Cabral 	Campanhã Nº202,3278-952,Vansh.Campos@outlook.com,309612238,913794215
Tierri Machado,Bairro de Casas Económicas do Amial Nº628,6652-599,Tierri.Machado@outlook.com,314088265,922520963
Salomé Pinheiro,Bairro de Costa Cabral 	Campanhã Nº734,9779-231,Salomé.Pinheiro@gmail.com,715957953,929797324
Ariana Vieira Ramos Leal,Avenida dos Aliados Nº853,9972-021,Ariana.Leal@mundo.pt,373065471,966916314
Victor Pereira Henriques Nascimento Freitas,Bairro do Bom Sucesso Nº448,2741-400,Victor.Freitas@trabalho.pt,643040484,932112265
Melanie Guerreiro,Beco de S. Marçal Nº813,5942-217,Melanie.Guerreiro@gmail.com,602107715,931974969
Franklim Vicente Carvalho Antunes,Avenida de Rodrigues de Freitas Nº720,6734-507,Franklim.Antunes@outlook.com,602755108,921625277
Giani Baptista Domingues,Avenida do Marechal Gomes da Costa Nº733,9949-058,Giani.Domingues@gmail.com,483803410,916866630
Bogdan Campos Vicente,Alameda do Dr. Fernando de Azeredo Antas Nº579,4667-949,Bogdan.Vicente@outlook.pt,502542802,916915687
Hélder Jaime Araújo,Bairro de Manuel Cardoso Agrelos Nº815,8335-096,Hélder.Araújo@hotmail.com,596938532,960545560
Osmar Ruslan Ribeiro,Bairro de Ramalde Nº81,1287-829,Osmar.Ribeiro@isec.pt,750766067,936941116
Ali Ayan Vieira Vieira Pinho Campos,Avenida de Vasco da Gama Nº929,1414-503,Ali.Campos@outlook.com,687006465,927264273
Rafaela Maira Cardoso,Alameda de Basílio Teles Nº325,1597-232,Rafaela.Cardoso@isec.pt,329174040,912741835
Iara Moura,Bairro da Pasteleira Nº230,1298-260,Iara.Moura@isec.pt,217561875,914912420
Valério Cruz Amorim,Bairro da Pasteleira Nº394,2627-335,Valério.Amorim@trabalho.pt,380559213,933006515
Esmeralda Sabrina Simões Vicente Martins Ribeiro,Bairro de Casas Económicas da Boavista-Vilarinha Nº595,5716-152,Esmeralda.Ribeiro@outlook.pt,424261685,911568129
Mauro Nuno Santos Nogueira,Bairro Herculanoo Nº542,7274-474,Mauro.Nogueira@isec.pt,711770858,967495774
Kelly Fonseca Oliveira Silva,Avenida da BoavistaOuro e Massarelos Nº847,6896-548,Kelly.Silva@hotmail.com,329396438,928497192
Lara Flor Silva,Bairro de Casas Económicas de Paranhos Nº106,6251-669,Lara.Silva@isec.pt,707701426,929000978
Muhammad Mark Coelho Monteiro Baptista,Alameda dos Capitães de Abril Nº497,7539-683,Muhammad.Baptista@hotmail.com,218017160,913346510
Sebastian Jesus,Bairro do Regado Nº248,8615-866,Sebastian.Jesus@hotmail.com,462051269,964843627
Lara Machado,Bairro de Pio XII Nº297,8515-292,Lara.Machado@isec.pt,504059449,913569732
Ivo Loureiro Machado Santos Barros,Avenida Flor da Rosa Nº579,3584-057,Ivo.Barros@mundo.pt,468966919,935484889
Matthew Oliveira Jesus Guerreiro Marques,Avenida 25 de Abril Nº231,9439-409,Matthew.Marques@isec.pt,607099856,923896578
Dalton Lopes,Bairro da Agra do Amial Nº900,3457-039,Dalton.Lopes@mundo.pt,476971215,933407193
Morgana Cardoso Moura,Rua dos Sete Céus Nº92,7497-315,Morgana.Moura@outlook.com,358847339,968338063
Martinha Clara Lima Carneiro Pacheco,Bairro da Rainha D. Leonor Nº957,4546-713,Martinha.Pacheco@hotmail.com,355407255,914563052
Mercês Mendes Alves,Avenida de Montevideu Nº704,2637-529,Mercês.Alves@gmail.com,436760756,915484518
Lúcio Magalhães Gaspar Tavares Gaspar,Bairro do Falcão Nº263,7875-446,Lúcio.Gaspar@mundo.pt,442350843,928543682
Valentino Matteo Campos Santos Alves,Bairro do Outeiro Nº544,4879-423,Valentino.Alves@gmail.com,762340487,938055969
Carmo Jesus Baptista Nascimento Ribeiro,Avenida do Conselho da Europa Nº290,5762-489,Carmo.Ribeiro@outlook.pt,287150605,911413600
Ariane Michele Mendes Loureiro,Avenida da França Nº678,5953-484,Ariane.Loureiro@mundo.pt,237430146,936146816
Emily Emma Carvalho Costa,Avenida de Fontes Pereira de Melo Nº433,8736-943,Emily.Costa@mundo.pt,460529211,928868182
Derick Assunção Torres,Bairro do Leal Nº301,9598-222,Derick.Torres@trabalho.pt,715344992,912489967
Andreo Azevedo Valente Ramos,Avenida de Vasco da Gama Nº628,1849-407,Andreo.Ramos@outlook.pt,340536812,920806975
Víctor Azevedo Abreu,Beco do Campo Nº959,7343-139,Víctor.Abreu@outlook.pt,505829393,966848551
Derick Júlio Matos Marques,Bairro do Lagarteiro Nº449,3896-512,Derick.Marques@trabalho.pt,558964857,927184549
Vincent Antunes Pacheco,Avenida do Conselho da Europa Nº886,1131-844,Vincent.Pacheco@hotmail.com,791422747,921041870
Viviane Costa Sá,Bairro de São João de Deus Nº759,1796-950,Viviane.Sá@mundo.pt,433548394,936102234
Enrique Alves,Avenida da Associação Empresarial de Portugal Nº549,7722-984,Enrique.Alves@trabalho.pt,568547158,935061542
Aurélio Costa Guerreiro Silva,Avenida de D. Carlos I Nº630,9933-601,Aurélio.Silva@outlook.pt,381262192,928444560
Lucca Estêvão Nascimento Anjos,Bairro de Casas Económicas de Paranhos Nº3,2693-832,Lucca.Anjos@mundo.pt,250833116,962190961
Matilde Silva Carneiro Ferreira,Avenida de Camilo Nº365,1545-815,Matilde.Ferreira@gmail.com,319976629,910619050
